Peak,Elev-M,Prom-M,Country,State/Prov,County,Range,Url,PeakBagger PID,Latitude,Longitude,note,osmId,safeToCreate
Mount Ramsay,856,276,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100393,100393,-41.58594,145.45236,"matched via exact name (spatial diff: 94.5m, elev diff: 1m)",3008760436,false
Mount Raoul,462,289,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=161868,161868,-43.206,147.786,matched via strong spatial match,3008760437,false
Mount Razorback,580,240,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77037,77037,-41.86567,145.418247,unresolved: no confident spatial match and no strong-name match,,true
Mount Read,1123,323,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84147,84147,-41.845185,145.542042,matched via strong spatial match,2374608633,false
Mount Riana,602,182,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100860,100860,-41.206402,146.017646,"matched via exact name (spatial diff: 88.8m, elev diff: 8m)",1770222903,false
Mount Robinson,887,497,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=75171,75171,-43.136725,146.159416,matched via strong spatial match,2358229391,false
Mount Rogoona,1350,295,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76393,76393,-41.89081,146.197472,matched via strong spatial match,1826185861,false
Mount Roland,1234,573,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84139,84139,-41.461286,146.26605,matched via strong spatial match,512009130,false
Mount Romulus,966,256,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77011,77011,-41.682704,145.737537,matched via strong spatial match,2351733677,false
Mount Rufus,1416,426,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76420,76420,-42.124615,146.100011,matched via strong spatial match,1811008555,false
Mount Rugby,773,563,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78233,78233,-43.328222,146.112027,matched via strong spatial match,2939016593,false
Mount Rumney,377,237,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=119863,119863,-42.861,147.454,matched via strong spatial match,159106124,false
Mount Saddleback,1256,459,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76408,76408,-41.39822,147.759848,matched via strong spatial match,2363010588,false
Mount Saint John,784,184,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100862,100862,-41.776481,148.098321,unresolved: no confident spatial match and no strong-name match,,false
Mount Sarah Jane,1290,280,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76453,76453,-42.979002,146.442862,matched via strong spatial match,2358487986,false
Mount Scorpio,1106,156,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76461,76461,-43.160835,146.34583,"matched via exact name (spatial diff: 53.2m, elev diff: 0m)",2358221075,false
Mount Seal,874,434,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77931,77931,-42.382657,145.875134,matched via strong spatial match,3008760444,false
Mount Sedgwick,1148,338,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76096,76096,-42.003068,145.616441,matched via strong spatial match,2376796214,false
Mount Shakespeare,1221,261,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84156,84156,-42.433974,146.400204,"matched via exact name (spatial diff: 87.6m, elev diff: 0m)",2372931248,false
Mount Snowy North,1261,206,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76462,76462,-42.861119,146.646624,unresolved: no confident spatial match and no strong-name match (nearest 187.1m),,false
Mount Solitary,852,544,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74134,74134,-42.957271,146.250858,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Mount Solitary) (nearest 23.3m),,false
Mount Sorell,1144,675,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34597,34597,-42.272063,145.542394,matched via strong spatial match,2376806724,false
Mount Sprent,1059,349,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78094,78094,-42.791732,145.963604,matched via strong spatial match,2398874617,false
Mount Stormont,1013,231,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100391,100391,-41.510035,146.00986,matched via strong spatial match,2347222181,false
Mount Story,420,420,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74110,74110,-42.322446,148.286419,"unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Mount Stony; 0 Mount Stormy; 0 Mount Sturt, ...) (nearest 59.9m)",,false
Mount Strahan,852,292,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77901,77901,-42.241227,145.51928,matched via strong spatial match,3008760451,false
Mount Stronach,497,327,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=119879,119879,-41.174,147.566,matched via strong spatial match,3008760452,false
Mount Styx,1091,394,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78021,78021,,,matched via exact name,2442051402,false
Mount Sunday,701,328,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100406,100406,,,matched via exact name,3008760453,false
Mount Swallow,763,153,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77014,77014,,,matched via exact name,2351734411,false
Mount Tanner,332,282,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=119855,119855,,,matched via strong-name fallback,681079383,false
Mount Thetis,1482,285,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=11515,11515,,,matched via exact name,1832756707,false
Mount Tor,1105,235,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84152,84152,,,matched via exact name,2346913983,false
Mount Tramontane,1142,162,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84143,84143,,,unresolved: no confident spatial match and no strong-name match,,true
Mount Tyndall,1179,159,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84151,84151,,,matched via exact name,2276338448,false
Mount Vandyke,1084,174,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=88205,88205,,,matched via exact name,512022052,false
Mount Victoria,1215,435,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76409,76409,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Mount Victoria),,false
Mount Victoria Cross,1120,390,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76463,76463,,,matched via exact name,2396019215,false
Mount Waite,389,179,Australia,Tasmania,,Minor Australia-New Zealand Outlying Islands,https://www.peakbagger.com/peak.aspx?pid=52744,52744,,,unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Mount Tate; 0 Mount White),,false
Mount Wedge,1148,613,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34606,34606,,,matched via exact name,2397306554,false
Mount Weld,1345,806,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34586,34586,,,matched via exact name,2400274896,false
Mount Wilson,761,161,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78241,78241,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Mount Wilson),,false
Mount Wright,1112,362,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76451,76451,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Mount Wright),,false
Mount Wylly,1110,210,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76465,76465,,,matched via exact name,2396019218,false
Mount Young,894,229,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100410,100410,,,matched via exact name,2363007461,false
Mount Zeehan,701,441,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77800,77800,,,matched via exact name,3008760464,false
Mountains of Jupiter,1326,202,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76395,76395,,,matched via exact name,2315781935,false
Nevada Peak,1390,154,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74135,74135,,,matched via exact name,2442051403,false
New Harbour Range,555,528,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74119,74119,,,unresolved: no confident spatial match and no strong-name match,,true
Newall Hill,390,220,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77893,77893,,,unresolved: no confident spatial match and no strong-name match,,true
Newton Peak,800,160,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77815,77815,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Newton Peak),,false
North Broken Hills,380,170,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78044,78044,,,unresolved: no confident spatial match and no strong-name match,,true
North Star,996,296,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77991,77991,,,matched via exact name,2452437207,false
North Sunshine Hill,462,252,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78067,78067,,,unresolved: no confident spatial match and no strong-name match,,true
Northeastern Junction Range,569,209,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78117,78117,,,unresolved: no confident spatial match and no strong-name match,,true
O'Boyles Sugarloaf,788,168,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77930,77930,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 O'Boyles Sugarloaf),,false
Olegas Bluff,659,169,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78086,78086,,,matched via exact name,2395752147,false
Olga Hill,481,321,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78090,78090,,,matched via strong-name fallback,2425008210,false
Outer Sister Island High Point,187,187,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74091,74091,,,unresolved: no confident spatial match and no strong-name match,,true
Parangana Sugarloaf,792,362,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100399,100399,,,matched via exact name,2491833292,false
Parson and Clerk Mountain,1210,204,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76398,76398,,,matched via exact name,2368129845,false
Parsons Hood,913,333,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=83639,83639,,,matched via exact name,3008760491,false
Pasco Range,527,167,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78286,78286,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 1026,1026,186,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77823,77823,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 1028,1028,323,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=119861,119861,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 197,197,187,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=120041,120041,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 401,401,231,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78084,78084,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 421,421,271,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78202,78202,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 436,436,266,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78227,78227,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 437,437,267,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78200,78200,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 466,466,216,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77935,77935,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 469,469,269,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78025,78025,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 489,489,209,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78198,78198,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 490,490,260,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78043,78043,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 491,491,212,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78092,78092,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 507,507,187,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78095,78095,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 527,527,217,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77795,77795,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 528,528,268,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77936,77936,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 557,557,267,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77934,77934,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 574,574,194,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78238,78238,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 582,582,207,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78150,78150,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 616,616,206,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78269,78269,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 641,641,241,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77200,77200,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 643,643,223,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78199,78199,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 659 North,659,339,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78203,78203,,,unresolved: no confident spatial match and no strong-name match,,false
Peak 659 South,659,399,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78204,78204,,,unresolved: no confident spatial match and no strong-name match,,false
Peak 742,742,162,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=88384,88384,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 777,777,227,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78000,78000,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 785,785,239,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77992,77992,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 793,793,193,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78007,78007,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 794,794,314,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=119860,119860,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 818,818,254,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78126,78126,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 824,824,194,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77017,77017,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 833,833,173,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=88385,88385,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 857,857,197,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=119858,119858,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 865,865,175,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=136250,136250,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 936,936,166,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77871,77871,,,unresolved: no confident spatial match and no strong-name match,,true
Peak 943,943,353,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77018,77018,,,unresolved: no confident spatial match and no strong-name match,,true
Pearce Ridge,728,308,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78008,78008,,,unresolved: no confident spatial match and no strong-name match,,true
Pedder Hill,664,254,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78211,78211,,,unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Peddles Hill; 0 Peddles Hill),,false
Perrins Bluff,1420,321,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=11518,11518,,,matched via exact name,1832757176,false
Philps Lookout,854,156,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77997,77997,,,matched via strong-name fallback,2452437212,false
Philps Peak,1282,332,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76435,76435,,,matched via exact name,2369892388,false
Pickaxe Ridge,900,280,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77924,77924,,,unresolved: no confident spatial match and no strong-name match,,true
Pindars Peak,1250,581,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=11540,11540,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Pindars Peak),,false
Piners Peak,696,276,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78201,78201,,,matched via exact name,3008760510,false
Platform Peak,979,209,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=49540,49540,,,matched via exact name,3008760511,false
Plough Hill,709,319,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=70959,70959,,,unresolved: no confident spatial match and no strong-name match,,true
Pocacker Peak,648,168,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78028,78028,,,unresolved: no confident spatial match and no strong-name match,,true
Poimena Hills,306,196,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78270,78270,,,unresolved: no confident spatial match and no strong-name match,,true
Pokana Peak,1127,467,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76448,76448,,,matched via exact name,2397926086,false
Porcupine Hill,309,159,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=229951,229951,,,unresolved: no confident spatial match and no strong-name match,,true
Precipitous Bluff,1145,415,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=68661,68661,,,matched via exact name,1891389647,false
Prime Seal Island High Point,174,174,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74089,74089,,,unresolved: no confident spatial match and no strong-name match,,true
Princess Range,682,462,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78069,78069,,,unresolved: no confident spatial match and no strong-name match,,true
Professor Range,416,156,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77801,77801,,,unresolved: no confident spatial match and no strong-name match,,true
Propsting Range,894,810,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34587,34587,,,unresolved: no confident spatial match and no strong-name match,,true
Prosser Sugarloaf,647,352,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100418,100418,,,unresolved: no confident spatial match and no strong-name match,,true
Provis Hills,883,363,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78274,78274,,,unresolved: no confident spatial match and no strong-name match,,true
Pyramid Mountain,1259,329,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84142,84142,,,matched via exact name,2364317409,false
Quamby Bluff,1229,500,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74172,74172,,,matched via exact name,1799222171,false
Quartzite Tor,939,159,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77012,77012,,,matched via strong-name fallback,2351733143,false
Quoin Mountain,906,473,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=49552,49552,,,unresolved: no confident spatial match and no strong-name match,,true
Ragged Jack,1369,279,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76407,76407,,,matched via exact name,2362600529,false
Ragged Range,778,208,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77971,77971,,,unresolved: no confident spatial match and no strong-name match,,true
Raglan Range,1070,520,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77908,77908,,,unresolved: no confident spatial match and no strong-name match,,true
Rats Castle,1393,153,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76392,76392,,,matched via exact name,2368005110,false
Ray Range,834,454,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78268,78268,,,unresolved: no confident spatial match and no strong-name match,,true
Recondite Knob,1170,150,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84153,84153,,,matched via exact name,2352875255,false
Red Hills,940,160,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77032,77032,,,"unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Red Hill; 0 Red Hill; 0 Red Hill, ...)",,false
Reeds Peak,1290,730,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34594,34594,,,matched via exact name,2372849866,false
Remote Peak,990,230,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78103,78103,,,matched via exact name,2442061874,false
Ringrove Razorback,404,194,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=207097,207097,,,unresolved: no confident spatial match and no strong-name match,,true
Ripple Mountain,795,335,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78242,78242,,,matched via exact name,2358254459,false
River Peak North,534,204,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78075,78075,,,unresolved: no confident spatial match and no strong-name match,,false
Rocky Hill,1194,174,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76442,76442,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Rocky Hill),,false
Rocky Sugarloaf,974,164,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=49542,49542,,,matched via exact name,2384905190,false
Rodondo Island High Point,351,351,Australia,Tasmania,,Victorian Alps,https://www.peakbagger.com/peak.aspx?pid=74102,74102,,,unresolved: no confident spatial match and no strong-name match,,true
Rodway Range,1377,167,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74174,74174,,,matched via exact name,2372870299,false
Rookery Hill,471,301,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78098,78098,,,unresolved: no confident spatial match and no strong-name match,,true
Round Top Island High Point,165,165,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74114,74114,,,unresolved: no confident spatial match and no strong-name match,,true
Russell Peak,994,155,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78022,78022,,,unresolved: no confident spatial match and no strong-name match,,true
Saint Patricks Head,683,325,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100389,100389,,,unresolved: no confident spatial match and no strong-name match,,true
Saint Pauls Dome,1027,729,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74126,74126,,,unresolved: no confident spatial match and no strong-name match,,true
Saint Valentines Peak,1107,467,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76406,76406,,,unresolved: no confident spatial match and no strong-name match,,true
Sandbanks Tier,1401,311,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76952,76952,,,matched via exact name,2359896602,false
Satellite Hill,670,160,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78190,78190,,,unresolved: no confident spatial match and no strong-name match,,true
Saw Back Range,770,160,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77973,77973,,,unresolved: no confident spatial match and no strong-name match,,true
Schnells Ridge,1087,497,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74017,74017,,,matched via exact name,2358500858,false
Scotts Peak,669,361,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74133,74133,,,matched via exact name,2358507003,false
Sentinel Range,974,424,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78129,78129,,,matched via exact name,2397311562,false
Sharlands Peak,1140,170,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76445,76445,,,matched via exact name,2369892390,false
Slatters Peak,1300,150,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76433,76433,,,matched via exact name,2395804867,false
Smiths Tops,1158,151,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=49549,49549,,,matched via strong-name fallback,2367150888,false
Smoke Signal Hill,270,150,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78278,78278,,,matched via exact name,13694114000,false
Snowy South,1398,928,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34584,34584,,,matched via exact name,2442051407,false
Solly Hill,342,172,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78271,78271,,,unresolved: no confident spatial match and no strong-name match,,true
Sophia Peak,980,414,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77019,77019,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Sophia Peak),,false
South Hummock,237,237,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74109,74109,,,matched via exact name,3008760668,false
South Sister,833,213,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=119857,119857,,,unresolved: no confident spatial match and no strong-name match,,true
South Star,888,292,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77986,77986,,,matched via strong-name fallback,2452437207,false
South Sunshine Hill,437,227,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78089,78089,,,unresolved: no confident spatial match and no strong-name match,,true
South West Cape Range,687,660,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34598,34598,,,unresolved: no confident spatial match and no strong-name match,,true
South West Cape Ridge,240,160,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78283,78283,,,unresolved: no confident spatial match and no strong-name match,,true
Southern Marsden Range,657,207,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77201,77201,,,unresolved: no confident spatial match and no strong-name match,,true
Southern Nicholls Range,391,291,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78088,78088,,,unresolved: no confident spatial match and no strong-name match,,true
Southern Spiro Range,794,314,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78245,78245,,,unresolved: no confident spatial match and no strong-name match,,true
Spring Bluff,682,192,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78237,78237,,,matched via strong-name fallback,2360159795,false
